rank_page,word,count_sum,count_mean,tfidf_mean,rank_article,rank_page_count,article_count,current_page_count,first_appear
3,人體,5,5.0,0.01606876252170321,4,8,16,1,1
3,代謝,4,4.0,0.01979782103812041,4,2,2,1,1
3,使用,5,5.0,0.003760115945960525,4,8,17,1,1
3,保養,4,4.0,0.010952928248000234,4,2,3,1,1
3,健康,19,6.333333333333333,0.0024098449989760876,4,9,33,3,1
3,內容,6,6.0,0.010997141635675577,4,2,2,1,1
3,全部,5,5.0,0.009027325670034798,4,1,1,1,3
3,具有,5,5.0,0.008195227770733329,4,6,7,1,1
3,功效,6,6.0,0.011954191260315423,4,7,13,1,1
3,功能,4,4.0,0.00403006169377481,4,6,8,1,1
3,哈啾,4,4.0,0.032508175772580215,4,1,1,1,3
3,啤酒酵母,4,4.0,0.02496175758644296,4,1,1,1,3
3,嗜酸乳桿菌,7,7.0,0.048988644408612704,4,3,3,1,1
3,困擾,5,5.0,0.02262503842013215,4,1,1,1,3
3,增加,4,4.0,0.006665322905150388,4,4,7,1,1
3,女性,4,4.0,0.00622216417788937,4,3,3,1,1
3,專利,8,8.0,0.030276930731763976,4,6,8,1,1
3,專屬,4,4.0,0.01997843225725016,4,1,1,1,3
3,市面上,4,4.0,0.01633249955065824,4,4,4,1,1
3,幫助,8,8.0,0.022891398127529425,4,6,13,1,1
3,康健,5,5.0,0.033780056374166166,4,1,1,1,3
3,康普茶,6,6.0,0.05720603697522605,4,1,1,1,3
3,想要,4,4.0,0.006556182216586663,4,1,1,1,3
3,成分,4,4.0,0.00612881195120357,4,5,5,1,1
3,指出,4,4.0,0.01768432963645066,4,3,3,1,3
3,排便,12,12.0,0.05188698382700091,4,3,3,1,1
3,排序,5,5.0,0.025649440728781118,4,1,1,1,3
3,擁有,5,5.0,0.018725147336323886,4,2,2,1,1
3,改善,6,6.0,0.010445760325322916,4,6,12,1,1
3,數量,6,6.0,0.01648170932745547,4,4,6,1,1
3,日本,6,6.0,0.005726691462390835,4,4,4,1,1
3,時間,5,5.0,0.010802463613421714,4,4,6,1,1
3,暢活,4,4.0,0.04950696389794101,4,1,1,1,3
3,更多,4,4.0,0.004052389748188884,4,2,2,1,2
3,植物乳桿菌,8,8.0,0.06624042155013607,4,3,3,1,1
3,比菲德氏菌,7,7.0,0.0498548692669072,4,4,4,1,1
3,營養,4,4.0,0.006024220322447162,4,5,7,1,1
3,環境,12,12.0,0.040432705816210016,4,8,13,1,1
3,生長,4,4.0,0.018120192752078115,4,5,6,1,3
3,產品,13,6.5,0.08940605992439074,4,10,24,2,1
3,發現,7,7.0,0.02200418841765073,4,5,5,1,1
3,益生菌,94,31.333333333333332,0.008397709367615247,4,10,48,3,1
3,益生菌種類,5,5.0,0.04530986570449589,4,2,2,1,3
3,益菌,9,9.0,0.03909239906262888,4,5,8,1,1
3,研究,13,6.5,0.011330092450160225,4,6,17,2,1
3,私密,4,4.0,0.012754248435749384,4,3,4,1,1
3,編號,4,4.0,0.015920721398542715,4,3,3,1,1
3,腸道,40,13.333333333333334,0.07449251867609653,4,9,35,3,1
3,菌叢,6,6.0,0.037888080562237705,4,3,3,1,1
3,菌株,15,7.5,0.05482940000607889,4,8,18,2,1
3,菌種,16,16.0,0.09365174520907613,4,9,24,1,1
3,菌粉,5,5.0,0.05969701376840285,4,2,2,1,3
3,補充,4,4.0,0.013193244171251676,4,8,11,1,1
3,解秘,8,8.0,0.09684619902733542,4,1,1,1,3
3,調查,7,7.0,0.03724564373585667,4,1,1,1,3
3,調節,4,4.0,0.017237746515744112,4,5,5,1,1
3,過敏,4,4.0,0.01819646941426276,4,4,7,1,1
3,選擇,5,5.0,0.012968961428882788,4,5,8,1,1
3,順暢,4,4.0,0.01948224607211257,4,2,2,1,1
3,食品,4,4.0,0.004332710120294884,4,7,8,1,1
3,食物,9,9.0,0.009464917258943613,4,9,18,1,1
3,食用,4,4.0,0.006004851247516099,4,10,15,1,1
3,飲食,6,6.0,0.02030993115937711,4,7,8,1,1
3,體內,7,7.0,0.03014463757255997,4,4,4,1,1
3,鼠李糖乳桿菌,4,4.0,0.03145055131516317,4,4,4,1,1
4,20,7,7.0,0.0014723526895121805,6,1,1,1,4
4,2015,6,6.0,0.004258698210713373,6,1,1,1,4
4,3.,5,5.0,0.00015393916541711424,6,1,1,1,4
4,BB,9,9.0,0.012201543922513994,6,1,1,1,4
4,Bifidobacterium,5,5.0,0.017270162082343273,6,3,4,1,1
4,Cell,4,4.0,0.008120993571551447,6,1,1,1,4
4,DL,6,6.0,0.007479465000730157,6,1,1,1,4
4,EPS,5,5.0,0.012104043314261424,6,1,1,1,4
4,Gut,4,4.0,0.009389066422188078,6,1,1,1,4
4,LGG,22,7.333333333333333,0.018045298832683642,6,3,6,3,1
4,LP,28,28.0,0.04122421139335829,6,2,3,1,1
4,LP33,5,5.0,0.009872878657187964,6,2,2,1,1
4,Lactobacillus,5,5.0,0.010753891520692706,6,9,13,1,1
4,Nutr,7,7.0,0.030523829055424875,6,1,1,1,4
4,Saccharomyces,6,6.0,0.01752811205250114,6,1,1,1,4
4,TKLAB,4,4.0,0.06139195118145475,6,1,1,1,4
4,TMA,5,5.0,0.015760760677557096,6,1,1,1,4
4,Th2,4,4.0,0.06427361388511547,6,1,1,1,4
4,USANA,41,41.0,0.13686630070356925,6,1,1,1,4
4,boulardii,7,7.0,0.0237330473939242,6,1,1,1,4
4,disease,4,4.0,0.009528917237248212,6,1,1,1,4
4,ethylphenylsulfate,5,5.0,0.029016385366978925,6,1,1,1,4
4,fragilis,6,6.0,0.02175974176328547,6,1,1,1,4
4,gut,13,6.5,0.01826475740209369,6,1,2,2,4
4,microbiome,4,4.0,0.01114888860213483,6,1,1,1,4
4,microbiota,4,4.0,0.01534474895063885,6,1,1,1,4
4,prebiotics,7,7.0,0.018120062854817192,6,1,1,1,4
4,probiotics,9,9.0,0.016795306972337398,6,1,1,1,4
4,不宜,5,5.0,0.006047521784771579,6,1,1,1,4
